book,page,negative,positive,sentiment,gutenberg_id,linenumber,chapter,word
The Wonderful Wizard of Oz,0,8,22,14,55,1,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,1,0,wonderful
The Wonderful Wizard of Oz,0,8,22,14,55,1,0,wizard
The Wonderful Wizard of Oz,0,8,22,14,55,1,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,1,0,oz
The Wonderful Wizard of Oz,0,8,22,14,55,2,0,by
The Wonderful Wizard of Oz,0,8,22,14,55,3,0,l
The Wonderful Wizard of Oz,0,8,22,14,55,3,0,frank
The Wonderful Wizard of Oz,0,8,22,14,55,3,0,baum
The Wonderful Wizard of Oz,0,8,22,14,55,4,0,introduction
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,folklore
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,legends
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,myths
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,fairy
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,tales
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,have
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,followed
The Wonderful Wizard of Oz,0,8,22,14,55,5,0,childhood
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,through
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,ages
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,for
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,every
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,healthy
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,youngster
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,has
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,a
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,wholesome
The Wonderful Wizard of Oz,0,8,22,14,55,6,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,instinctive
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,love
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,for
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,stories
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,fantastic
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,marvelous
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,7,0,manifestly
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,unreal
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,winged
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,fairies
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,grimm
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,andersen
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,have
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,brought
The Wonderful Wizard of Oz,0,8,22,14,55,8,0,more
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,happiness
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,to
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,childish
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,hearts
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,than
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,all
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,other
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,human
The Wonderful Wizard of Oz,0,8,22,14,55,9,0,creations
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,yet
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,old
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,time
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,fairy
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,tale
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,having
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,served
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,for
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,generations
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,may
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,now
The Wonderful Wizard of Oz,0,8,22,14,55,10,0,be
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,classed
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,as
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,historical
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,in
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,children's
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,library
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,for
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,time
The Wonderful Wizard of Oz,0,8,22,14,55,11,0,has
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,come
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,for
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,a
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,series
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,newer
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,wonder
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,tales
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,in
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,which
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,12,0,stereotyped
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,genie
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,dwarf
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,fairy
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,are
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,eliminated
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,together
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,with
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,all
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,13,0,horrible
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,blood
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,curdling
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,incidents
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,devised
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,by
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,their
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,authors
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,to
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,point
The Wonderful Wizard of Oz,0,8,22,14,55,14,0,a
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,fearsome
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,moral
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,to
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,each
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,tale
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,modern
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,education
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,includes
The Wonderful Wizard of Oz,0,8,22,14,55,15,0,morality
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,therefore
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,modern
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,child
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,seeks
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,only
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,entertainment
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,in
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,its
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,wonder
The Wonderful Wizard of Oz,0,8,22,14,55,16,0,tales
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,gladly
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,dispenses
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,with
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,all
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,disagreeable
The Wonderful Wizard of Oz,0,8,22,14,55,17,0,incident
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,having
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,this
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,thought
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,in
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,mind
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,story
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,wonderful
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,wizard
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,18,0,oz
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,was
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,written
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,solely
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,to
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,please
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,children
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,today
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,it
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,aspires
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,to
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,being
The Wonderful Wizard of Oz,0,8,22,14,55,19,0,a
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,modernized
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,fairy
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,tale
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,in
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,which
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,wonderment
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,joy
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,are
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,retained
The Wonderful Wizard of Oz,0,8,22,14,55,20,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,heartaches
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,and
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,nightmares
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,are
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,left
The Wonderful Wizard of Oz,0,8,22,14,55,21,0,out
The Wonderful Wizard of Oz,0,8,22,14,55,22,0,l
The Wonderful Wizard of Oz,0,8,22,14,55,22,0,frank
The Wonderful Wizard of Oz,0,8,22,14,55,22,0,baum
The Wonderful Wizard of Oz,0,8,22,14,55,23,0,the
The Wonderful Wizard of Oz,0,8,22,14,55,23,0,wonderful
The Wonderful Wizard of Oz,0,8,22,14,55,23,0,wizard
The Wonderful Wizard of Oz,0,8,22,14,55,23,0,of
The Wonderful Wizard of Oz,0,8,22,14,55,23,0,oz
The Wonderful Wizard of Oz,0,8,22,14,55,24,1,1
The Wonderful Wizard of Oz,0,8,22,14,55,24,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,24,1,cyclone
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,dorothy
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,lived
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,midst
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,of
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,great
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,kansas
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,prairies
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,with
The Wonderful Wizard of Oz,0,8,22,14,55,25,1,uncle
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,henry
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,who
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,was
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,farmer
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,aunt
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,em
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,who
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,was
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,farmer's
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,wife
The Wonderful Wizard of Oz,0,8,22,14,55,26,1,their
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,house
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,was
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,small
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,for
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,lumber
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,to
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,build
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,it
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,had
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,to
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,be
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,carried
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,by
The Wonderful Wizard of Oz,0,8,22,14,55,27,1,wagon
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,many
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,miles
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,there
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,were
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,four
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,walls
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,floor
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,roof
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,which
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,made
The Wonderful Wizard of Oz,0,8,22,14,55,28,1,one
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,room
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,this
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,room
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,contained
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,rusty
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,looking
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,cookstove
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,cupboard
The Wonderful Wizard of Oz,0,8,22,14,55,29,1,for
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,dishes
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,table
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,three
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,or
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,four
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,chairs
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,beds
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,uncle
The Wonderful Wizard of Oz,0,8,22,14,55,30,1,henry
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,aunt
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,em
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,had
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,big
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,bed
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,one
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,corner
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,dorothy
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,little
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,bed
The Wonderful Wizard of Oz,0,8,22,14,55,31,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,another
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,corner
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,there
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,was
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,no
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,garret
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,at
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,all
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,and
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,no
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,cellar
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,except
The Wonderful Wizard of Oz,0,8,22,14,55,32,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,small
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,hole
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,dug
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,ground
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,called
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,cyclone
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,cellar
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,where
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,33,1,family
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,could
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,go
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,case
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,one
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,of
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,those
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,great
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,whirlwinds
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,arose
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,mighty
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,enough
The Wonderful Wizard of Oz,0,8,22,14,55,34,1,to
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,crush
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,any
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,building
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,its
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,path
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,it
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,was
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,reached
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,by
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,trap
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,door
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,in
The Wonderful Wizard of Oz,0,8,22,14,55,35,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,middle
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,of
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,floor
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,from
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,which
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,a
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,ladder
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,led
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,down
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,into
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,the
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,small
The Wonderful Wizard of Oz,0,8,22,14,55,36,1,dark
The Wonderful Wizard of Oz,1,14,11,-3,55,37,1,hole
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,when
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,dorothy
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,stood
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,in
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,doorway
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,and
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,looked
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,around
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,she
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,could
The Wonderful Wizard of Oz,1,14,11,-3,55,38,1,see
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,nothing
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,but
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,great
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,gray
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,prairie
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,on
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,every
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,side
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,not
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,a
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,tree
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,nor
The Wonderful Wizard of Oz,1,14,11,-3,55,39,1,a
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,house
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,broke
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,broad
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,sweep
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,of
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,flat
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,country
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,that
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,reached
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,to
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,edge
The Wonderful Wizard of Oz,1,14,11,-3,55,40,1,of
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,sky
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,in
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,all
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,directions
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,sun
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,had
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,baked
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,plowed
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,land
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,into
The Wonderful Wizard of Oz,1,14,11,-3,55,41,1,a
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,gray
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,mass
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,with
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,little
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,cracks
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,running
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,through
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,it
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,even
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,grass
The Wonderful Wizard of Oz,1,14,11,-3,55,42,1,was
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,not
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,green
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,for
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,sun
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,had
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,burned
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,the
The Wonderful Wizard of Oz,1,14,11,-3,55,43,1,tops
